customer_id,first_name,last_name,email,phone,date_of_birth,gender,is_active,created_at,updated_at
bd3e4338-ae2b-49b2-81c6-026aee8eb16d,Allison,Mckenzie,lferguson@espinoza-ayala.com,487.512.1951x85413,1968-11-06,Female,True,2026-02-23 19:03:44.066823,2026-02-23 19:03:44.066824
dfa350a0-fe0c-4a98-83e6-c193b1ddff56,Mark,Bowman,nstout@hotmail.com,001-240-733-4569x65818,1972-02-07,Male,True,2026-02-23 19:03:44.067312,2026-02-23 19:03:44.067312
348bad41-a94c-45c1-9664-e42e16ff5309,Jason,Stewart,smithmichael@hotmail.com,001-437-169-9899x182,2004-04-03,Male,True,2026-02-23 19:03:44.067805,2026-02-23 19:03:44.067806
a70c019e-1766-4d0e-9e17-e94ad1f657e7,David,Fisher,xklein@yahoo.com,(311)548-8004,1959-08-23,Male,True,2026-02-23 19:03:44.068225,2026-02-23 19:03:44.068225
ac9537e5-9cd5-42b3-98bf-fff720a0da7c,Antonio,Little,hking@bolton.com,997-037-3387x779,1983-06-29,Female,True,2026-02-23 19:03:44.068808,2026-02-23 19:03:44.068809
64a31707-3075-4153-b35a-0cdc71b3d8fd,Victor,Waller,amanda75@yahoo.com,552.670.3666,1982-02-16,Male,True,2026-02-23 19:03:44.069181,2026-02-23 19:03:44.069182
68649416-5b31-43ae-b18f-e72fff67eebb,Angela,James,duarteamy@yahoo.com,026-221-9262,1992-10-23,Male,True,2026-02-23 19:03:44.069596,2026-02-23 19:03:44.069596
36005f2c-3e7d-4f9e-93a8-91d91e326ad8,Michael,Guerrero,egarcia@buck-dennis.biz,+1-112-474-9492,1968-10-30,Female,True,2026-02-23 19:03:44.070282,2026-02-23 19:03:44.070282
56de2a26-168d-4c37-ac12-29003cb8a8d5,Christopher,Bailey,william66@yahoo.com,(287)343-8890x5224,1971-07-04,Female,True,2026-02-23 19:03:44.070676,2026-02-23 19:03:44.070677
3075107b-ad76-4c5a-b959-69a709b517c2,Joseph,Madden,deniselane@gmail.com,225-194-7193x07244,1961-07-23,Female,True,2026-02-23 19:03:44.071131,2026-02-23 19:03:44.071132
cd393477-b8f9-4b28-9aa8-2916866ba6c5,Jesse,Ortega,gregory75@griffith.com,6756504877,1979-09-30,Male,True,2026-02-23 19:03:44.071713,2026-02-23 19:03:44.071714
8e6b35af-7360-4322-8e0f-8d300e81ca94,Jennifer,Campos,tvelez@yahoo.com,8427438991,1983-09-11,Female,True,2026-02-23 19:03:44.072057,2026-02-23 19:03:44.072058
2bee5455-9fb5-480d-b9d8-5e269207d1d3,Samuel,Kelly,juliamcneil@cantrell.com,(533)884-8827,1965-03-05,Male,True,2026-02-23 19:03:44.072861,2026-02-23 19:03:44.072861
046fdba4-c38a-4620-883b-179b17381c80,Courtney,Cooper,reginamoore@gmail.com,001-438-869-0114,1969-08-01,Male,True,2026-02-23 19:03:44.073338,2026-02-23 19:03:44.073338
e04603e4-f23b-4e40-adfa-02b53a543294,Julia,Mckee,fowlerjohn@burns.org,(832)153-2127,1962-07-17,Female,True,2026-02-23 19:03:44.074071,2026-02-23 19:03:44.074071
c3da6901-e8c2-4234-ac80-759e6101e3f1,Megan,Sanchez,phernandez@schmidt.net,374.030.2901,2006-10-06,Female,True,2026-02-23 19:03:44.074763,2026-02-23 19:03:44.074763
9e3eb012-d13c-4abc-bfac-2ba1132af21a,James,Johnson,zryan@yahoo.com,(971)081-6777,1958-08-23,Male,True,2026-02-23 19:03:44.075199,2026-02-23 19:03:44.075199
2f0a25c7-9d05-416f-8d88-17e841a65b70,Lisa,Williams,johnny24@garcia-becker.com,205.674.8608x92969,1975-02-11,Male,True,2026-02-23 19:03:44.075746,2026-02-23 19:03:44.075747
3eaf116e-7c7d-4a27-b0dd-706957c421cc,David,Ellison,saundersstephanie@yahoo.com,134-045-7875x009,1964-11-10,Female,True,2026-02-23 19:03:44.076172,2026-02-23 19:03:44.076172
d49a046e-f57a-4b79-90c6-fb4c7edf9cc4,Jamie,Tucker,james81@barker.com,899-618-2397,1974-06-01,Female,True,2026-02-23 19:03:44.076791,2026-02-23 19:03:44.076792
7a62b6a7-c6b9-4164-a36b-d0bad8ea7cb5,Molly,Bernard,donald87@alvarado.biz,851-704-8954,1995-05-29,Male,True,2026-02-23 19:03:44.077424,2026-02-23 19:03:44.077425
3afc9d2e-c991-4829-ae8b-7ad9f41ad7d1,Briana,Gardner,alejandra52@morgan-griffith.org,467-567-1530x68610,1977-11-20,Male,True,2026-02-23 19:03:44.077986,2026-02-23 19:03:44.077987
15b2a55b-9f74-4bf0-9e32-9fb847cdb629,Jeremy,Petty,jenniferlewis@hotmail.com,(701)133-0882,1955-12-21,Male,True,2026-02-23 19:03:44.078404,2026-02-23 19:03:44.078405
afd239a5-618c-4ea4-a91f-3553bff9f67c,Pamela,Smith,smatthews@yahoo.com,+1-743-681-3864,1972-10-25,Male,True,2026-02-23 19:03:44.079159,2026-02-23 19:03:44.079160
c6ebf4e1-8831-4636-aa25-6a04927a04d2,Christina,Harvey,dianecopeland@morales.net,+1-037-803-3526x3367,2004-06-23,Female,True,2026-02-23 19:03:44.080320,2026-02-23 19:03:44.080320
55a06948-089d-490d-834e-e09724342390,Steve,Smith,ana36@yahoo.com,001-367-403-7102x7781,1985-06-21,Male,True,2026-02-23 19:03:44.080826,2026-02-23 19:03:44.080827
f2985fc0-ae3d-4588-bf18-1bea03b7737d,Arthur,Hensley,oadkins@gmail.com,(710)192-8449x2738,1960-10-23,Female,True,2026-02-23 19:03:44.081396,2026-02-23 19:03:44.081396
768c2f1a-edf9-4f41-911d-79c1fd1a028f,Joyce,Hart,mckenziejennifer@yahoo.com,(606)581-6855x022,2002-06-17,Male,True,2026-02-23 19:03:44.082185,2026-02-23 19:03:44.082186
c6290b84-bf6b-46e9-822d-e1d9e8bddd34,Maureen,Malone,mcphersondawn@yahoo.com,9958074928,1993-05-25,Female,True,2026-02-23 19:03:44.082901,2026-02-23 19:03:44.082901
61a5c331-1a5e-4cf2-a160-22b09e713727,Tim,Edwards,troy30@miller.com,868-176-7773,1985-04-08,Female,True,2026-02-23 19:03:44.083663,2026-02-23 19:03:44.083664
68da67df-6e19-4db6-bcf6-37eb6092f05f,Tina,Vargas,bcunningham@king.net,888.701.3880x6355,1960-06-20,Female,True,2026-02-23 19:03:44.084557,2026-02-23 19:03:44.084557
180ccbc5-d674-47da-99ad-cca4c6f57761,Christine,Daniels,brian18@stewart.net,+1-293-079-3881x5503,1988-12-08,Female,True,2026-02-23 19:03:44.085346,2026-02-23 19:03:44.085346
f6e54910-2186-45b3-9bf2-77f32f4aa738,Luis,Walker,williamsroberta@gmail.com,274-012-7280,2006-10-17,Male,True,2026-02-23 19:03:44.085982,2026-02-23 19:03:44.085983
35b95309-00e4-4d54-a111-5e24fa3d5ec5,Erin,Butler,bgarcia@gmail.com,(617)770-6077x20679,1992-05-24,Female,True,2026-02-23 19:03:44.086668,2026-02-23 19:03:44.086668
e7597059-3d57-4f18-8ca5-ed9edf4eaee9,Sarah,Rios,bowentina@gmail.com,708-991-4734x8773,1991-05-04,Male,True,2026-02-23 19:03:44.087277,2026-02-23 19:03:44.087278
d7b89635-456f-45c7-bcac-bc3ef761478f,Devon,Brown,kimberly07@robinson.biz,001-905-101-8220,1988-09-22,Male,True,2026-02-23 19:03:44.087932,2026-02-23 19:03:44.087932
eef7cdc1-131f-4c6b-9779-13d621e881ad,Andrew,Soto,laura16@yahoo.com,699-795-6552x8765,1997-01-07,Male,True,2026-02-23 19:03:44.088264,2026-02-23 19:03:44.088265
17d4ba47-145e-4e65-8d0f-c3204267589a,Lance,Jackson,darlene26@hotmail.com,001-105-342-9878,1965-01-21,Female,True,2026-02-23 19:03:44.088619,2026-02-23 19:03:44.088619
a862564f-e0a5-494f-8dcf-52d78d3a9612,James,Gomez,latoyapierce@gmail.com,001-186-870-5538,1996-11-03,Male,True,2026-02-23 19:03:44.089019,2026-02-23 19:03:44.089019
6d4de093-e7ea-4f31-a216-8e5dafbffa39,Patricia,Lewis,monica67@phillips.com,1915329080,1961-05-20,Male,True,2026-02-23 19:03:44.089596,2026-02-23 19:03:44.089596
bfdac14f-e97a-4593-8219-5d84eeeb0c80,Michelle,Newman,ashleymorgan@david.info,+1-817-975-1239x18821,1955-08-20,Male,True,2026-02-23 19:03:44.090204,2026-02-23 19:03:44.090204
4270903d-94ee-4d6f-8f3e-ee8c18689803,Kristen,Rodriguez,imccoy@wells.biz,(071)755-1502,1985-06-23,Male,True,2026-02-23 19:03:44.090847,2026-02-23 19:03:44.090848
7eb79f6e-82af-425a-be38-3596d0d83406,Katie,Hanna,jacobvaldez@hotmail.com,001-082-317-9365x485,2005-11-17,Male,True,2026-02-23 19:03:44.091242,2026-02-23 19:03:44.091243
cbbd9109-5fed-4f39-9585-f32cfe242226,Shane,Bowen,patrick10@hodges.com,228.645.7205x8172,2001-03-30,Male,True,2026-02-23 19:03:44.091657,2026-02-23 19:03:44.091657
ff8a1217-7cb0-47e4-952b-253f705c3dd8,Michael,Williams,jonathan50@krause.org,+1-222-747-2240x1080,2005-08-29,Female,True,2026-02-23 19:03:44.092091,2026-02-23 19:03:44.092092
5826ace8-2b95-4394-bb88-cfa44578a139,Whitney,Mitchell,tstark@gmail.com,(188)600-7210x7173,1965-07-03,Male,True,2026-02-23 19:03:44.092429,2026-02-23 19:03:44.092429
25aecc03-b5e0-4be3-9473-8ca5cea858d1,Erica,Coleman,owilliamson@peterson-jones.com,+1-944-997-5591x734,1995-07-07,Female,True,2026-02-23 19:03:44.092951,2026-02-23 19:03:44.092951
f74240cc-0f60-4712-bb5d-22f3f7c5f80a,Kristen,Jones,freemanmaria@yahoo.com,001-906-170-8777x4244,1994-01-01,Male,True,2026-02-23 19:03:44.093354,2026-02-23 19:03:44.093355
f55744df-e4f4-405b-8ac1-1708d00624a8,Molly,Lara,wendy56@erickson.com,670-300-3120x1097,2005-01-15,Female,True,2026-02-23 19:03:44.093974,2026-02-23 19:03:44.093974
75342ad0-133f-4262-b3aa-34bbc0ed7038,Tara,Roman,davistimothy@gmail.com,5374456950,1959-12-24,Female,True,2026-02-23 19:03:44.094386,2026-02-23 19:03:44.094386
43d67e3b-9db3-41fb-b661-5977e95156a6,Richard,Wright,emily82@bernard-morales.org,(338)171-5877,1962-09-15,Female,True,2026-02-23 19:03:44.094945,2026-02-23 19:03:44.094945
f41c1009-2279-4215-9cbc-99ea896b62f2,Richard,Jones,uhoffman@yahoo.com,+1-048-134-7705x71590,1968-05-31,Female,True,2026-02-23 19:03:44.095320,2026-02-23 19:03:44.095320
e2dd190a-09a9-434d-9ca9-ee2bf6194be2,Jeffrey,Morrison,maryhorton@gmail.com,(768)489-0637,1974-09-03,Male,True,2026-02-23 19:03:44.095711,2026-02-23 19:03:44.095712
5bac5bdc-7efa-49bf-bdde-7ba6b504a2c3,Heather,Young,henryyoung@ford.info,001-286-626-5769x626,1995-02-21,Female,True,2026-02-23 19:03:44.096223,2026-02-23 19:03:44.096224
a3f20f62-ae60-4187-8711-9ed274a8b45a,Meghan,Lewis,nmccarthy@hill.com,183.310.5333x9281,2000-01-24,Male,True,2026-02-23 19:03:44.096663,2026-02-23 19:03:44.096663
eaf3b9c4-a849-48a4-a5fc-1e2008653df9,Daniel,Grant,gordonjoel@yahoo.com,+1-500-213-4639x954,1988-11-13,Female,True,2026-02-23 19:03:44.097055,2026-02-23 19:03:44.097055
92edff10-81ee-4cb2-8b56-a77e2e52bac3,Courtney,Anderson,rvelasquez@ellis-west.org,001-870-767-2012x9411,1996-03-25,Male,True,2026-02-23 19:03:44.097590,2026-02-23 19:03:44.097590
553d9eb6-0ea7-44a1-9b17-9ffe15bdf1b0,Juan,Smith,nicole99@stein.com,033.954.6625,1982-02-21,Female,True,2026-02-23 19:03:44.098186,2026-02-23 19:03:44.098186
24736f8f-0757-4263-a4cb-4bc05655be80,Wanda,Johnson,cannonjason@mendoza.com,001-645-071-7010x19751,1963-08-27,Female,True,2026-02-23 19:03:44.098725,2026-02-23 19:03:44.098725
17942be8-2a71-4b93-88f4-958d1c5dca1d,Nicholas,Williams,carolyn64@gmail.com,001-047-023-1343x91039,1987-11-19,Male,True,2026-02-23 19:03:44.099052,2026-02-23 19:03:44.099053
0b78ec34-f7ae-4877-bd1e-329d37b097cf,Julie,Lowe,turnercrystal@roberts-ellis.biz,744.449.5138,1960-04-18,Male,True,2026-02-23 19:03:44.099670,2026-02-23 19:03:44.099671
dab8f1bb-d612-402f-b0e2-60fee2ac7e6c,Thomas,Thompson,frederickwalton@hotmail.com,+1-000-814-2290x2594,1959-10-21,Male,True,2026-02-23 19:03:44.100073,2026-02-23 19:03:44.100073
a339c462-54f8-470e-bb8b-d099ddc732fa,Michelle,Ryan,timothyaustin@wilkins.com,839-510-3289x20648,1991-07-01,Female,True,2026-02-23 19:03:44.100584,2026-02-23 19:03:44.100585
63ca7ad7-d51a-47b8-91fd-e8aa6c213ec4,Christopher,Mason,moodymike@bradley.net,(478)312-4400x7400,1965-12-02,Male,True,2026-02-23 19:03:44.101238,2026-02-23 19:03:44.101239
aa315ef5-cd27-4e91-a5a5-b47e14460247,Janice,Hanson,barbarajones@yahoo.com,2222531989,1994-11-04,Female,True,2026-02-23 19:03:44.101664,2026-02-23 19:03:44.101664
6b0353b5-ab82-460d-aded-ed6057b077f8,James,Davis,hjohnson@sullivan-castro.com,953.323.4003x12539,1978-08-10,Male,True,2026-02-23 19:03:44.102174,2026-02-23 19:03:44.102175
fd46423a-82d7-49a5-bc3a-15c68c4f9bae,Janet,Wilkinson,james56@crawford.net,(177)679-3302,1978-06-04,Male,True,2026-02-23 19:03:44.102788,2026-02-23 19:03:44.102788
5fd6dd30-b048-4194-8a3e-331158209e82,Lynn,Wallace,adamburns@stewart.org,5633701269,1983-04-17,Male,True,2026-02-23 19:03:44.103312,2026-02-23 19:03:44.103313
c7796d5b-bc67-43b9-be44-9587e6b86fd1,Felicia,Fox,umartinez@yahoo.com,476.571.0835x97098,1965-09-10,Male,True,2026-02-23 19:03:44.103688,2026-02-23 19:03:44.103688
1e738bdc-20b9-46d9-ac4b-f53d0a095129,William,Perry,andrewwilliams@gmail.com,472.505.4913x2115,1972-05-19,Male,True,2026-02-23 19:03:44.104082,2026-02-23 19:03:44.104083
e7f06831-6f6c-4456-b494-ffc9ada8fc50,Nicholas,Jackson,katrina62@smith-chang.com,(790)058-9843,1982-05-23,Female,True,2026-02-23 19:03:44.104565,2026-02-23 19:03:44.104566
dae80fac-f897-4a24-aa0d-0b456c449af9,Rebecca,Pacheco,caitlinsingleton@cardenas-ford.com,+1-352-848-8272,1963-01-15,Male,True,2026-02-23 19:03:44.105149,2026-02-23 19:03:44.105149
c18e9c0d-3d9a-4b9d-bd1a-f355df5a6414,Lisa,Mann,williskenneth@smith.com,833.472.4748,2000-08-16,Female,True,2026-02-23 19:03:44.105828,2026-02-23 19:03:44.105828
cb57403f-5a68-4481-bb01-31fbd17074e3,Sarah,Owens,anthony50@bennett.com,989.175.0079,1983-04-03,Female,True,2026-02-23 19:03:44.106434,2026-02-23 19:03:44.106435
36e7c86e-ec1e-4b4d-8dce-73e58b5591c8,Debra,Russell,wyattterry@deleon.com,943-562-6602,1960-01-10,Male,True,2026-02-23 19:03:44.107160,2026-02-23 19:03:44.107160
c24aeae3-8fe5-4426-98c3-118975d13f79,Gordon,Santana,erikahartman@smith.com,+1-179-831-1314x57996,1964-10-19,Female,True,2026-02-23 19:03:44.107811,2026-02-23 19:03:44.107812
8698fbf7-6412-4e0d-8680-316a06839694,Lacey,Smith,katelynshannon@yahoo.com,051-388-6792,1966-01-05,Female,True,2026-02-23 19:03:44.108235,2026-02-23 19:03:44.108235
0b0eb8f9-b0c9-4cf9-9ddf-7f66e227bc8b,Michelle,Cordova,imorse@hunter.info,(034)640-0106x862,1986-04-11,Female,True,2026-02-23 19:03:44.108830,2026-02-23 19:03:44.108830
f30ad123-c0ed-485c-9fac-2063106dda82,Susan,Thornton,davidrichard@clark.net,(564)138-0632,1956-04-23,Male,True,2026-02-23 19:03:44.109336,2026-02-23 19:03:44.109337
837f9067-09eb-4fc2-a1c7-160715660a50,Linda,Wells,glewis@sanchez.com,666-044-8234,2004-05-16,Female,True,2026-02-23 19:03:44.109777,2026-02-23 19:03:44.109778
dcebd46c-9ffe-49b0-be8b-6e9cf03eda0d,Kyle,Young,martinstuart@lang.com,738.341.6849x0498,1977-08-21,Female,True,2026-02-23 19:03:44.110313,2026-02-23 19:03:44.110313
777283e7-ea2c-480f-a12b-637f99115d47,Christopher,Williams,zmckee@yahoo.com,891-650-9764x7704,1960-07-29,Female,True,2026-02-23 19:03:44.110664,2026-02-23 19:03:44.110665
59775641-f01a-45fe-aa88-c898f1c3d455,Catherine,White,fbradley@hotmail.com,+1-394-430-3818x8899,1978-09-10,Female,True,2026-02-23 19:03:44.110993,2026-02-23 19:03:44.110993
260a393e-9fec-4cff-ae79-12b02a5e7f67,Katherine,Moran,tfrancis@gmail.com,157-638-9671x21934,1988-09-25,Female,True,2026-02-23 19:03:44.111366,2026-02-23 19:03:44.111366
2cc61391-10cb-44ef-a441-2d79d80ebb37,Wendy,Martin,anthonybrown@warner.com,057.023.7456,1967-02-09,Female,True,2026-02-23 19:03:44.112001,2026-02-23 19:03:44.112002
